year,pwsid,pwsname,eparegion,pwstype,populationservedcount,iswholesaler,primarysourcedummy,ownertypedummy,size_dummy,source_gw_sw,source_purchased,owner_dummy,married,single,divorced_widowed_separated,less_than_hs,hs_more,college_more,average_household_size,median_household_income,per_capita_income,median_year_structure_built,owner_occupied_housing_units,total_pop,median_age,population_over_15,population_over_18,population_over_25,pop_density,unemployment,housing_density
2015,FL3640963,ORMOND BEACH,Region 4,Community water system,50632,N,0,2,1,0,0,0,0.445527795451811,0.289571979815707,0.264900224732482,0.113576409149191,0.886423590850809,0.553116924284608,2.71,36890.5562531994,21585.257943355,1984,0.69036139031506,505563,47.05,0.854906204081153,0.822960731677921,0.736551330012646,459.1722,0.124102483701269,232.353448379442
2013,FL3641044,"PORT ORANGE, CITY OF",Region 4,Community water system,67898,N,0,2,1,0,0,0,0.460164126708878,0.282525013786767,0.257310859504355,0.117297149688619,0.882702850311381,0.549222860571668,2.55,40139.1944348098,23109.9541549491,1984,0.703202408249237,501175,46.35,0.851415152493193,0.818342294164427,0.730346525686709,455.1868,0.111098937375033,231.771267211875
2014,FL3641044,"PORT ORANGE, CITY OF",Region 4,Community water system,67898,N,0,2,1,0,0,0,0.452845961080344,0.286048496801237,0.261105542118419,0.115436779418905,0.884563220581095,0.551169892428138,2.63,38514.8753440046,22347.606049152,1984,0.696781899282149,503369,46.7,0.853160678287173,0.820651512921174,0.733448927849678,457.1795,0.117600710538151,232.062357795658
2015,FL3641044,"PORT ORANGE, CITY OF",Region 4,Community water system,67898,N,0,2,1,0,0,0,0.445527795451811,0.289571979815707,0.264900224732482,0.113576409149191,0.886423590850809,0.553116924284608,2.71,36890.5562531994,21585.257943355,1984,0.69036139031506,505563,47.05,0.854906204081153,0.822960731677921,0.736551330012646,459.1722,0.124102483701269,232.353448379442
2013,FL3641216,"SOUTH DAYTONA, CITY OF",Region 4,Community water system,12437,N,1,2,1,0,1,0,0.460164126708878,0.282525013786767,0.257310859504355,0.117297149688619,0.882702850311381,0.549222860571668,2.55,40139.1944348098,23109.9541549491,1984,0.703202408249237,501175,46.35,0.851415152493193,0.818342294164427,0.730346525686709,455.1868,0.111098937375033,231.771267211875
2014,FL3641216,"SOUTH DAYTONA, CITY OF",Region 4,Community water system,12437,N,1,2,1,0,1,0,0.452845961080344,0.286048496801237,0.261105542118419,0.115436779418905,0.884563220581095,0.551169892428138,2.63,38514.8753440046,22347.606049152,1984,0.696781899282149,503369,46.7,0.853160678287173,0.820651512921174,0.733448927849678,457.1795,0.117600710538151,232.062357795658
2015,FL3641216,"SOUTH DAYTONA, CITY OF",Region 4,Community water system,12437,N,1,2,1,0,1,0,0.445527795451811,0.289571979815707,0.264900224732482,0.113576409149191,0.886423590850809,0.553116924284608,2.71,36890.5562531994,21585.257943355,1984,0.69036139031506,505563,47.05,0.854906204081153,0.822960731677921,0.736551330012646,459.1722,0.124102483701269,232.353448379442
2014,FL3641336,VC/SOUTHWEST WATER SYSTEM,Region 4,Community water system,20725,N,0,2,1,0,0,0,0.452845961080344,0.286048496801237,0.261105542118419,0.115436779418905,0.884563220581095,0.551169892428138,2.63,38514.8753440046,22347.606049152,1984,0.696781899282149,503369,46.7,0.853160678287173,0.820651512921174,0.733448927849678,457.1795,0.117600710538151,232.062357795658
2015,FL3641336,VC/SOUTHWEST WATER SYSTEM,Region 4,Community water system,20725,N,0,2,1,0,0,0,0.445527795451811,0.289571979815707,0.264900224732482,0.113576409149191,0.886423590850809,0.553116924284608,2.71,36890.5562531994,21585.257943355,1984,0.69036139031506,505563,47.05,0.854906204081153,0.822960731677921,0.736551330012646,459.1722,0.124102483701269,232.353448379442
2013,FL4060486,"FORT LAUDERDALE, CITY OF",Region 4,Community water system,182145,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2013,FL3644123,VC/HALIFAX PLANTATION (WTP-8),Region 4,Community water system,4419,N,0,2,0,0,0,0,0.460164126708878,0.282525013786767,0.257310859504355,0.117297149688619,0.882702850311381,0.549222860571668,2.55,40139.1944348098,23109.9541549491,1984,0.703202408249237,501175,46.35,0.851415152493193,0.818342294164427,0.730346525686709,455.1868,0.111098937375033,231.771267211875
2014,FL3644123,VC/HALIFAX PLANTATION (WTP-8),Region 4,Community water system,4419,N,0,2,0,0,0,0,0.452845961080344,0.286048496801237,0.261105542118419,0.115436779418905,0.884563220581095,0.551169892428138,2.63,38514.8753440046,22347.606049152,1984,0.696781899282149,503369,46.7,0.853160678287173,0.820651512921174,0.733448927849678,457.1795,0.117600710538151,232.062357795658
2015,FL3644123,VC/HALIFAX PLANTATION (WTP-8),Region 4,Community water system,4419,N,0,2,0,0,0,0,0.445527795451811,0.289571979815707,0.264900224732482,0.113576409149191,0.886423590850809,0.553116924284608,2.71,36890.5562531994,21585.257943355,1984,0.69036139031506,505563,47.05,0.854906204081153,0.822960731677921,0.736551330012646,459.1722,0.124102483701269,232.353448379442
2013,FL4060162,BCWWS 3B/C,Region 4,Community water system,32649,N,1,2,1,0,1,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060162,BCWWS 3B/C,Region 4,Community water system,32649,N,1,2,1,0,1,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060162,BCWWS 3B/C,Region 4,Community water system,32649,N,1,2,1,0,1,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060163,BCWWS 2A,Region 4,Community water system,54622,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060163,BCWWS 2A,Region 4,Community water system,54622,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060163,BCWWS 2A,Region 4,Community water system,54622,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060165,BCWWS 3A,Region 4,Community water system,16046,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060165,BCWWS 3A,Region 4,Community water system,16046,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060165,BCWWS 3A,Region 4,Community water system,16046,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060167,BCWWS 1A,Region 4,Community water system,75305,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060167,BCWWS 1A,Region 4,Community water system,75305,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060167,BCWWS 1A,Region 4,Community water system,75305,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060253,"DANIA BEACH, CITY OF",Region 4,Community water system,16898,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060253,"DANIA BEACH, CITY OF",Region 4,Community water system,16898,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060253,"DANIA BEACH, CITY OF",Region 4,Community water system,16898,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060254,"DEERFIELD BEACH, CITY OF",Region 4,Community water system,52749,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060254,"DEERFIELD BEACH, CITY OF",Region 4,Community water system,52749,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060254,"DEERFIELD BEACH, CITY OF",Region 4,Community water system,52749,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060282,COOPER CITY,Region 4,Community water system,36813,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060282,COOPER CITY,Region 4,Community water system,36813,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060282,COOPER CITY,Region 4,Community water system,36813,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060290,"CORAL SPRINGS, CITY OF",Region 4,Community water system,65000,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060290,"CORAL SPRINGS, CITY OF",Region 4,Community water system,65000,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060290,"CORAL SPRINGS, CITY OF",Region 4,Community water system,65000,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060291,CORAL SPRINGS IMPROVEMENT DIST,Region 4,Community water system,40000,N,0,5,1,0,0,1,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060291,CORAL SPRINGS IMPROVEMENT DIST,Region 4,Community water system,40000,N,0,5,1,0,0,1,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060291,CORAL SPRINGS IMPROVEMENT DIST,Region 4,Community water system,40000,N,0,5,1,0,0,1,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060344,"DAVIE, TOWN OF, #3 ; #5",Region 4,Community water system,23103,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060344,"DAVIE, TOWN OF, #3 ; #5",Region 4,Community water system,23103,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060344,"DAVIE, TOWN OF, #3 ; #5",Region 4,Community water system,23103,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2015,FL4060486,"FORT LAUDERDALE, CITY OF",Region 4,Community water system,182145,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060573,"HALLANDALE BEACH, CITY OF",Region 4,Community water system,40000,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060573,"HALLANDALE BEACH, CITY OF",Region 4,Community water system,40000,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060573,"HALLANDALE BEACH, CITY OF",Region 4,Community water system,40000,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060642,"HOLLYWOOD, CITY OF",Region 4,Community water system,142705,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060642,"HOLLYWOOD, CITY OF",Region 4,Community water system,142705,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060642,"HOLLYWOOD, CITY OF",Region 4,Community water system,142705,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060787,"LAUDERHILL, CITY OF",Region 4,Community water system,55000,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060787,"LAUDERHILL, CITY OF",Region 4,Community water system,55000,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060787,"LAUDERHILL, CITY OF",Region 4,Community water system,55000,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2014,FL4060486,"FORT LAUDERDALE, CITY OF",Region 4,Community water system,182145,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2013,FL4061408,SUNRISE #3 (SAWGRASS),Region 4,Community water system,72400,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2013,FL4060845,CITY OF MARGATE,Region 4,Community water system,58233,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060845,CITY OF MARGATE,Region 4,Community water system,58233,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060845,CITY OF MARGATE,Region 4,Community water system,58233,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060925,MIRAMAR (EAST ; WEST) PLANTS,Region 4,Community water system,128729,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060925,MIRAMAR (EAST ; WEST) PLANTS,Region 4,Community water system,128729,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060925,MIRAMAR (EAST ; WEST) PLANTS,Region 4,Community water system,128729,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060976,"NORTH LAUDERDALE, CITY OF",Region 4,Community water system,32632,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060976,"NORTH LAUDERDALE, CITY OF",Region 4,Community water system,32632,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060976,"NORTH LAUDERDALE, CITY OF",Region 4,Community water system,32632,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4060989,OAKLAND PARK CITY OF,Region 4,Community water system,27984,N,1,2,1,0,1,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4060989,OAKLAND PARK CITY OF,Region 4,Community water system,27984,N,1,2,1,0,1,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4060989,OAKLAND PARK CITY OF,Region 4,Community water system,27984,N,1,2,1,0,1,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4061083,"PEMBROKE PINES, CITY OF",Region 4,Community water system,160000,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4061083,"PEMBROKE PINES, CITY OF",Region 4,Community water system,160000,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4061083,"PEMBROKE PINES, CITY OF",Region 4,Community water system,160000,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4061121,"PLANTATION, EAST ; CENTRAL",Region 4,Community water system,85496,N,0,2,1,0,0,0,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
2014,FL4061121,"PLANTATION, EAST ; CENTRAL",Region 4,Community water system,85496,N,0,2,1,0,0,0,0.423012332443053,0.34612134371498,0.230866323841966,0.116420836639181,0.883579163360819,0.609980835434476,2.86,49358.306831954,26983.6383759663,1979.5,0.624519733593788,1882472,39.9,0.822790026822872,0.78585217919119,0.698948120408034,1556.039,0.124502635760591,673.876651765862
2015,FL4061121,"PLANTATION, EAST ; CENTRAL",Region 4,Community water system,85496,N,0,2,1,0,0,0,0.417010211898817,0.351357037977306,0.231632750123878,0.114293679488284,0.885706320511715,0.614268789459137,2.945,48219.8516924092,26294.1446394259,1979.75,0.614213548184048,1916073.5,39.95,0.824185750872786,0.788284077567742,0.700701264318103,1583.814,0.130351584744459,674.880549110976
2013,FL4061127,CITY OF WESTON (INDIAN TRACE),Region 4,Community water system,52300,N,1,5,1,0,1,1,0.42901445298729,0.340885649452655,0.230099897560055,0.118547993790078,0.881452006209922,0.605692881409814,2.775,50496.7619714988,27673.1321125067,1979.25,0.634825919003527,1848870.5,39.85,0.821394302772958,0.783420280814637,0.697194976497966,1528.264,0.118653686776722,672.872754420747
