pwsid,pwsname,size,facilitywatertype,collectiondate,sampleid,contaminant,mrl,methodid,analyticalresultssign,analyticalresultvalue,sampleeventcode,monitoringrequirement,region,state
FL3590205,City of Sanford,L,GW,3/5/2013,3585334003AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659001AM,chlorate,20.0,EPA 300.1,=,330,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659001AM,molybdenum,1.0,EPA 200.8,=,11.70,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659001AM,vanadium,0.2,EPA 200.8,=,0.21,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659005AM,vanadium,0.2,EPA 200.8,=,0.22,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659005AM,molybdenum,1.0,EPA 200.8,=,10.60,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659005AM,strontium,0.3,EPA 200.8,=,272,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659005AM,chlorate,20.0,EPA 300.1,=,368,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659001AM,strontium,0.3,EPA 200.8,=,280,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,strontium,0.3,EPA 200.8,=,219,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,chlorate,20.0,EPA 300.1,=,82.20,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,351066590071AM,molybdenum,1.0,EPA 200.8,=,11,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,351066590071AM,strontium,0.3,EPA 200.8,=,244,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,351066590071AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659007AM,chlorate,20.0,EPA 300.1,=,339,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659007AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659007AM,"1,4-dioxane",0.07,EPA 522,=,0.33,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659007AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659007AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659003AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659003AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659003AM,strontium,0.3,EPA 200.8,=,225,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659003AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659003AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,9/3/2013,35106659003AM,chlorate,20.0,EPA 300.1,=,597,SE2,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,"1,4-dioxane",0.07,EPA 522,=,0.41,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL3590205,City of Sanford,L,GW,3/5/2013,3585334005AM,molybdenum,1.0,EPA 200.8,=,10.40,SE1,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,3/10/2015,847598-13619,chlorate,20.0,EPA 300.1,=,399.3110,SE2,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,3/10/2015,847598-13643,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,3/10/2015,847598-13604,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL3590571,Seminole County - Southeast,L,GW,3/10/2015,847598-13653,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,3/10/2015,847598-13628,molybdenum,1.0,EPA 200.8,=,3.1420,SE2,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,8/25/2014,3091617,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL3590571,Seminole County - Southeast,L,GW,8/25/2014,3091617,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3590571,Seminole County - Southeast,L,GW,3/10/2015,847596-13598,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,8/25/2014,3091619,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,8/25/2014,3091613,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,8/25/2014,3091619,vanadium,0.2,EPA 200.8,=,0.20,SE1,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,8/25/2014,3091613,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3590571,Seminole County - Southeast,L,GW,8/25/2014,3091612,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025701,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025701,strontium,0.3,EPA 200.8,=,1668.60,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832503,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232903,strontium,0.3,EPA 200.8,=,1851.40,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,3/31/2015,150343901,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,15023290301,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,15023290301,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250301,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232903,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250301,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,15023290201,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232902,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250202,strontium,0.3,EPA 200.8,=,180.9050,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250202,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250201,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250202,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,3/31/2015,150343909,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234211,chlorate,20.0,EPA 300.1,=,145,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232902,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234211,strontium,0.3,EPA 200.8,=,1423.60,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832502,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,15023290201,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832502,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832502,chlorate,20.0,EPA 300.1,=,493,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,15023290101,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232902,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,15023290101,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,3/31/2015,150343907,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833706,chlorate,20.0,EPA 300.1,=,533,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832503,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232902,strontium,0.3,EPA 200.8,=,186.20,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232902,chlorate,20.0,EPA 300.1,=,134,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250201,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832502,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832502,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232902,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232902,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025703,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232911,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232911,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232912,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232911,strontium,0.3,EPA 200.8,=,2172.10,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025603,strontium,0.3,EPA 200.8,=,1739.10,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232912,strontium,0.3,EPA 200.8,=,1990.10,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025908,strontium,0.3,EPA 200.8,=,375.85,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025908,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025908,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025904,molybdenum,1.0,EPA 200.8,=,6.9480,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232911,chlorate,20.0,EPA 300.1,=,123,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232910,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232910,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232912,chlorate,20.0,EPA 300.1,=,109,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832510,chlorate,20.0,EPA 300.1,=,649,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234210,strontium,0.3,EPA 200.8,=,189.50,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025904,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832511,strontium,0.3,EPA 200.8,=,1337.60,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832512,chlorate,20.0,EPA 300.1,=,537,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234210,molybdenum,1.0,EPA 200.8,=,7.3080,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234210,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832511,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234210,chlorate,20.0,EPA 300.1,=,32.70,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025603,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025904,strontium,0.3,EPA 200.8,=,158.05,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832511,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025703,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833705,chlorate,20.0,EPA 300.1,=,180,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025603,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832511,chlorate,20.0,EPA 300.1,=,625,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234211,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234211,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232910,strontium,0.3,EPA 200.8,=,2128.60,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232910,chlorate,20.0,EPA 300.1,=,114,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232912,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025703,strontium,0.3,EPA 200.8,=,1634.20,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025901,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,15023420101,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234201,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234201,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234201,molybdenum,1.0,EPA 200.8,=,7.17,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234201,chlorate,20.0,EPA 300.1,=,35,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234201,strontium,0.3,EPA 200.8,=,196.90,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832503,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833702,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234201,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,15023420201,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025906,vanadium,0.2,EPA 200.8,=,1.20,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234202,strontium,0.3,EPA 200.8,=,156.70,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025901,molybdenum,1.0,EPA 200.8,=,6.7290,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,3/31/2015,150343905,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025906,strontium,0.3,EPA 200.8,=,150.05,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234202,chlorate,20.0,EPA 300.1,=,31.30,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833701,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833701,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,3/31/2015,150343903,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,15023420101,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025901,strontium,0.3,EPA 200.8,=,187.25,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833701,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/29/2014,140833711,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,14083370101,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,14083370101,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833701,chlorate,20.0,EPA 300.1,=,179,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025601,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,15023420201,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025601,vanadium,0.2,EPA 200.8,=,0.3420,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232901,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232901,chlorate,20.0,EPA 300.1,=,315,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232901,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232901,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232901,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832501,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250101,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,14083250101,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025601,strontium,0.3,EPA 200.8,=,116.78,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832501,chlorate,20.0,EPA 300.1,=,701,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832501,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832501,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/27/2014,140832501,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833702,chlorate,20.0,EPA 300.1,=,345,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,14083370201,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,14083370201,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,10/17/2014,141025906,molybdenum,1.0,EPA 200.8,=,11.19,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234202,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/26/2015,150234202,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,2/25/2015,150232901,vanadium,0.2,EPA 200.8,=,0.3080,SE2,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833702,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3484119,Orange County Utilities Dept. - South,L,GW,8/28/2014,140833702,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140SS,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270188AM,chlorate,20.0,EPA 300.1,=,320,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220142AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220142AM,vanadium,0.2,EPA 200.8,=,1.20,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220142AM,strontium,0.3,EPA 200.8,=,490,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140SS,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270188AM,vanadium,0.2,EPA 200.8,=,0.85,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270188AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270188AM,strontium,0.3,EPA 200.8,=,400,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,vanadium,0.2,EPA 200.8,=,1.10,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220142AM,chlorate,20.0,EPA 300.1,=,1000,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249AM,vanadium,0.2,EPA 200.8,=,0.88,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249SS,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249SS,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249AM,strontium,0.3,EPA 200.8,=,420,SE2,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,strontium,0.3,EPA 200.8,=,460,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,7/21/2014,201407220140AM,chlorate,20.0,EPA 300.1,=,1200,SE1,AM,4,FL
FL4060163,Broward Co. Water & Wastewater 2A,L,GW,1/26/2015,201501270249AM,chlorate,20.0,EPA 300.1,=,330,SE2,AM,4,FL
